,ss 1000,ss 2000,ss 3000,ss 4000,ss 5000,ss 6000,ss 7000,ss 8000,ss 9000,ss 10000,ss 11000,ss 12000,ss 13000,ss 14000,ss 15000,ss 16000,ss 17000,ss 18000,ss 19000,ss 20000,ss 21000,ss 22000,ss 23000,ss 24000,ss 25000,ss 26000,ss 27000,ss 28000,ss 29000,ss 30000,ss 31000,ss 32000,ss 33000,ss 34000,ss 35000,ss 36000,ss 37000,ss 38000,ss 39000,ss 40000,ss 41000,ss 42000,ss 43000,ss 44000,ss 45000,ss 46000,ss 47000,ss 48000,ss 49000,ss 50000,ss 51000,ss 52000,ss 53000,ss 54000,ss 55000,ss 56000,ss 57000,ss 58000,ss 59000,ss 60000,ss 61000,ss 62000,ss 63000,ss 64000,ss 65000,ss 66000,ss 67000,ss 68000,ss 69000,ss 70000,ss 71000,ss 72000,ss 73000,ss 74000,ss 75000,ss 76000,ss 77000,ss 78000,ss 79000,ss 80000,ss 81000,ss 82000,ss 83000,ss 84000,ss 85000,ss 86000,ss 87000,ss 88000,ss 89000,ss 90000,ss 91000,ss 92000,ss 93000,ss 94000,ss 95000,ss 96000,ss 97000,ss 98000,ss 99000,ss 100000
rc 0,17.743115352446633,18.697358568600123,17.19868140273984,17.771469227997876,18.638557236109886,21.163047556967484,18.64235840057702,17.38309590268576,18.107855176871432,19.06097183411223,19.294257396963893,19.037751890926454,19.446713269029573,20.25711584768432,18.746074014497296,19.688856048945674,17.397203874339553,19.795211929060542,17.785274233086295,19.45286910750413,20.786854676562708,20.566269110998864,20.830405209340764,21.80194321646898,20.42163257179573,20.446266048024615,20.342218530392433,18.809536492335813,19.782500543764698,19.25337173544249,20.04319159147966,19.535061391671274,20.567888609019676,21.32493854858951,18.966987963019672,19.52044653720194,19.355545875801326,19.80272981141426,20.77225859192809,20.503447675149967,19.868511727016664,20.517547019063468,20.862753625719883,19.77888534339868,18.078906300027015,20.117893592665407,20.403543943792886,20.832685793828034,20.629586811897813,20.00886584933301,19.768733990211466,18.85190814318207,19.9952302621389,18.91915804299965,20.989707951410683,20.037233489746363,20.02071071568325,18.93235487430344,20.89999319342039,19.787710819163753,19.696468273837333,19.575587385498345,20.51672048035414,20.724708292433103,19.68258436474236,20.35453485741548,21.121024921947836,19.366980964100616,20.178080582195886,19.599952746569702,21.190189636558905,19.618474837609305,19.663893816098525,19.716938448541928,21.689911790541558,20.105575314911608,19.674084464000483,19.95647722167675,20.811454510714423,20.873401830603143,19.44425428917352,19.368048427945826,20.58128584698859,21.17582697297673,20.92297649861475,19.59977972602404,20.11535449793763,19.394091419687356,20.168528281169166,19.539621966819933,19.672105998926707,20.237916205270512,19.80867091182371,20.88189391309842,21.07507319850912,20.345096742099614,20.39854040518741,20.63631259771914,19.609723660254943,20.8435973122818
rc 1,15.748414914769457,17.766924231848552,16.04736465095578,19.090328273473215,21.815059923908606,21.59055203451701,18.145298134892535,17.458027944158836,19.2517330491067,17.506405626617592,18.33910462929761,19.906592673220555,19.75538581555228,20.847325722629336,20.387144316874352,19.073613926927244,19.07848778459311,19.615999181657095,18.73138305656752,21.213934068743853,21.940874526212966,20.86936556750422,19.451425317408685,19.69619423340492,20.628655141222097,19.802945560931928,19.884840762711107,21.217099602244545,21.66316004548403,20.40198426056335,19.52269082421012,21.064955108586645,20.131069255400767,20.276950220534566,19.987741053577274,19.423979262071224,19.346436654447157,20.00555350458028,21.60185235301964,20.807479742723775,19.250881754535577,19.99285045918754,19.940653255289487,21.434837289593094,18.997850246313917,21.17284724304568,19.703938228058025,20.346346516175263,19.851027078964773,19.628780989192695,19.82233671447498,18.253596853614578,22.554806079992474,21.12884387298987,20.738920080679648,21.043981500650293,21.227602418421064,21.36727015461891,20.05714398915021,21.96870860661016,20.02098863135494,19.934222964812523,19.732375289242636,19.5727967423677,20.038610104512475,19.894225877988664,20.082191435220803,21.670091497148054,19.317304596687862,19.851775452452884,21.21197344064997,19.857119371820097,21.088184118501033,20.631694856968796,20.002404193989353,19.917122796866714,18.98007262456854,20.951601478100415,19.584949785452977,20.787273790298777,20.247618507304434,21.995860065739564,19.182494352676123,19.8931766062117,20.677181227251495,22.536602658431857,20.311560368131147,20.287334349862295,21.6753272834184,20.717459496388543,20.832527845825044,19.43415960076459,19.845622539110376,21.093579618229892,21.905173837747736,20.54096245533485,20.140464764563795,19.916903158872167,19.60721701722818,21.260917260906435
rc 2,17.832684272000467,17.683963580947555,18.46147330900108,18.403634268731697,20.897158282212704,21.225502449503345,15.977893799978386,20.77545818951117,18.954718640063003,22.084998167208227,19.231259093333506,19.645205076374918,20.269326896744555,18.21372994299301,19.440559874750583,19.094188608309125,21.575503661644476,19.272114573819593,17.97394646499602,20.727991510240905,19.463216367514796,18.603181059978684,19.825437519265567,19.75439568167387,18.86690623440973,19.89407691107832,18.99108313679752,21.366568459332793,17.195968827979453,20.745577253596238,18.03233851265676,19.33963555819201,19.84084676609775,19.068582260274436,18.327533894752914,20.372508086130455,19.122072335937855,20.40646539036649,21.51235279269867,20.799473185539934,19.274780048845287,20.236235035123112,18.888807466370455,19.453737273498245,18.84731874477214,19.149065252897664,21.111412051639192,20.2616000789355,20.502120908114765,19.974385825979553,20.208947178084262,21.575131753607586,19.692513032265378,19.47380696283032,19.683420769666533,19.17328409536797,21.213540537524292,20.344730131673842,19.853474103652932,20.5220792778088,19.2232119206337,21.004724668940817,19.497648773439987,19.525504696649516,21.462043449051997,19.6226846194537,19.990674509537385,21.250249821700134,19.60685408243504,20.047833936977476,19.855324251972448,19.52274351728149,20.91012232379497,19.7629818610257,19.77517281354433,20.760047749605995,19.674957726114947,19.544777527627396,19.716635930868076,19.353471214169513,20.078208073299276,20.692030130066822,19.918409022372018,20.23823398201512,20.121731631796127,19.6950782356966,19.851134705151463,20.891635124812147,20.499347807405613,19.908361014039993,19.870881854242594,21.230040210029824,20.187475015041286,19.786995561202062,22.956337901280445,19.99221863755464,20.426276729699897,19.427240678117442,20.86372430722318,21.31141073345474
rc 3,17.557311405946248,13.211490824332365,17.254649708333048,15.85702857948869,18.434232436448756,18.453772696476506,21.662810019121277,17.623694773402097,18.89972653358,19.742572814325847,17.80274707585951,20.399310971612252,19.89852721897514,19.61715694696021,17.155948752320366,21.930553164407314,19.35797970102329,19.17383754007211,18.483915307817124,21.29504936976822,19.539355902862482,19.726376150336996,18.343359259352688,19.37381062766237,20.67977456812843,20.498664055122724,21.1276685890055,19.16305464972745,21.032378050533165,17.904529189767963,20.749923562997974,19.94350593157709,20.110441033495743,20.452310639815426,19.424162757165497,21.015826319185955,18.968491972314354,18.755412247116066,21.20239379150949,20.193447964797794,19.81145060307749,20.799584772648164,20.431351900764863,20.153034237194458,21.558408657758655,20.01722416869687,20.182755386718636,20.675914381256607,20.24999893192395,19.564093529659868,19.08692760262865,19.72185573190945,18.905435870113422,20.20059222061153,20.454287570666697,21.574640192808193,19.34372174791741,20.326442026317157,21.536852593557768,20.70248124842602,19.681290005365156,20.27436842773957,20.318644302716102,20.780142198916565,20.451980501211402,20.487282572670917,21.074511387496678,20.802499922897496,19.54494001311848,20.85049185966693,21.073974933067777,20.199586788790295,20.29352822984329,20.59425279084958,21.066363587693616,19.67298470031238,20.341467485245644,20.974494698992473,20.556825788216244,19.82558934338299,19.837762841648985,20.941618249373203,21.302173718443576,19.703839532971603,20.524880181740308,20.7455369159946,20.50655718194817,21.9980163345848,20.213948063381668,21.000475950673625,20.98264766860909,20.52075613648756,20.625593534463338,19.90994042650511,20.534737639267888,20.266097111342976,20.17960740214557,20.778733932626416,20.893470989650826,20.098322478775877
rc 4,22.7364264476382,17.984921922563228,21.00295285247081,17.325232670110935,14.968343333857012,19.249345682336262,16.04466261741043,21.092573465136716,21.49288109430153,18.0042708063139,19.039034722126537,19.955889690437743,18.8206840457247,18.42094419517399,19.11377222147401,19.638499722947582,18.918257228321345,17.11755796653109,20.723469950019712,18.483238566653956,20.522877753431562,17.88583439919883,20.145054783702804,19.953256980937923,20.81936568484157,19.2256913365042,17.599537170305727,20.039496511883232,20.75215992483839,20.516949732282505,21.120710845267993,18.989035478439995,21.033883690011724,19.037929454669847,19.521602192172878,20.95052510845745,19.489558128226893,18.05634807160851,21.276289957217504,19.196732931227157,20.226262746542034,20.260480588955108,20.25235000396669,20.722172917181563,20.446248886968924,19.217302209368814,20.268384329835197,19.72542997738539,19.422710351138726,21.296379645018742,19.910390497262846,19.86406217499986,20.402737892589435,20.38919582395199,19.571223396604356,20.580798333141015,19.574618204890413,20.738269560498292,21.67835131474538,20.508334055865777,20.4696265230077,19.57592996521992,19.013891601024703,19.971018672062986,19.598106805583498,20.613856791923958,19.093883542364697,19.755543738323603,19.621951632202745,21.32952664811589,20.44236210599008,20.275552093043608,20.06858180035034,21.22337825396093,21.901964256931283,20.418585113585085,20.74178450208895,19.750247908642557,21.335643851315073,18.835680445681234,19.897836094129552,20.30995504201186,20.183003639811393,19.427838138387777,20.28853148468407,21.667638203711526,20.520613401241032,18.902345530753905,20.185909525214157,21.320615134788813,19.6731679792836,20.408639194289062,20.784327043231436,20.133599220835755,19.76127587738662,20.985642809576913,19.739680578099968,20.508868052583765,20.63101611349985,20.325037894796896
