lag,sample size 1000,sample size 2000,sample size 3000,sample size 4000,sample size 5000,sample size 6000,sample size 7000,sample size 8000,sample size 9000,sample size 10000,sample size 11000,sample size 12000,sample size 13000,sample size 14000,sample size 15000,sample size 16000,sample size 17000,sample size 18000,sample size 19000,sample size 20000
lag 0,0.144,0.072,0.048,0.036,0.0288,0.024,0.02057142857142857,0.018,0.016,0.0144,0.01309090909090909,0.012,0.011076923076923076,0.010285714285714285,0.0096,0.009,0.008470588235294117,0.008,0.007578947368421052,0.0072
lag 1,0.409302,0.2048255,0.1365891111111111,0.10245637499999999,0.08197208,0.06831394444444444,0.05855718367346939,0.05123909375,0.04554693827160494,0.040993020000000005,0.037266958677685945,0.03416181944444444,0.031534331360946743,0.02928215306122449,0.027330231111111113,0.0256222734375,0.024115231833910032,0.022775623456790125,0.02157701385041551,0.020498255
