lag,sample size 1000,sample size 2000,sample size 3000,sample size 4000,sample size 5000,sample size 6000,sample size 7000,sample size 8000,sample size 9000,sample size 10000,sample size 11000,sample size 12000,sample size 13000,sample size 14000,sample size 15000,sample size 16000,sample size 17000,sample size 18000,sample size 19000,sample size 20000
lag 0,2166.995075,2179.350151,2054.889261,2302.717844,2184.066774,2193.184432,2287.58042,2239.278951,2175.045473,2115.525827,2134.119141,2128.568913,2040.070489,2201.875939,2135.765051,2255.284397,2304.955357,2123.55571,2119.895343,2276.654951
lag 1,958.4905269,986.5540079,1007.289627,1044.407657,932.4745687,1088.817337,961.9304057,1020.65531,922.9800628,961.2712161,934.8489956,1049.513168,917.0753713,1028.015928,1014.637219,1010.86813,977.265392,1008.306834,976.2043365,981.3555373
lag 2,772.9481539,698.7370175,713.068805,782.081656,718.2003838,756.1882002,725.0264199,681.8635606,782.2161128,784.8744475,681.4672529,721.780169,725.5239202,763.7211525,762.6865782,720.6129399,711.8372108,627.6635878,717.0764017,788.3571909
lag 3,,716.9950861,710.2145828,670.7994843,694.1366363,734.6598968,709.7319213,723.0059637,691.5714195,771.2237198,754.7476114,702.4713566,733.2607363,699.8631068,700.5389819,726.872289,729.4822396,693.9604732,817.319896,744.117747
lag 4,,,,738.0761759,704.0661228,694.4851128,688.0359445,723.5333708,704.4406745,683.3296529,723.6400272,692.6823466,749.5477173,749.6474091,703.8345942,717.4513946,717.8469609,713.117516,790.6009081,800.9674128
lag 5,,,,,,,,747.0953819,658.5915713,710.9180381,730.037789,732.841414,692.9942214,731.5453626,752.1001118,747.111116,713.0227577,712.2793424,718.954787,756.6629324
lag 6,,,,,,,,,,,,,,,,,713.6162478,745.7035379,717.7643622,712.5363787
