,ss 1000,ss 2000,ss 3000,ss 4000,ss 5000,ss 6000,ss 7000,ss 8000,ss 9000,ss 10000,ss 11000,ss 12000,ss 13000,ss 14000,ss 15000,ss 16000,ss 17000,ss 18000,ss 19000,ss 20000,ss 21000,ss 22000,ss 23000,ss 24000,ss 25000,ss 26000,ss 27000,ss 28000,ss 29000,ss 30000,ss 31000,ss 32000,ss 33000,ss 34000,ss 35000,ss 36000,ss 37000,ss 38000,ss 39000,ss 40000,ss 41000,ss 42000,ss 43000,ss 44000,ss 45000,ss 46000,ss 47000,ss 48000,ss 49000,ss 50000,ss 51000,ss 52000,ss 53000,ss 54000,ss 55000,ss 56000,ss 57000,ss 58000,ss 59000,ss 60000,ss 61000,ss 62000,ss 63000,ss 64000,ss 65000,ss 66000,ss 67000,ss 68000,ss 69000,ss 70000,ss 71000,ss 72000,ss 73000,ss 74000,ss 75000,ss 76000,ss 77000,ss 78000,ss 79000,ss 80000,ss 81000,ss 82000,ss 83000,ss 84000,ss 85000,ss 86000,ss 87000,ss 88000,ss 89000,ss 90000,ss 91000,ss 92000,ss 93000,ss 94000,ss 95000,ss 96000,ss 97000,ss 98000,ss 99000,ss 100000
rc 0,15.629623536790405,16.242574524621684,14.497633469162825,17.184876572588404,17.840117234776123,20.335705318955775,16.60059389410417,17.20407777862953,18.434931103416897,19.249108540439824,19.11115988752379,18.492899923421664,18.952784063868215,19.56361379874169,17.79060408879971,18.45443486702879,17.57875389685736,19.02999548866927,17.72050443945991,20.04864616308453,19.8754550405668,20.301754225914515,19.318085731253888,20.173646047699847,19.614472812975254,20.162003009996262,20.10495832348187,19.211832883120525,19.43166469710778,19.251045926818886,19.406456673925355,19.421432142362786,19.268572449130122,21.178869339634954,18.82550664379643,19.47090738316303,18.967304046698562,20.220521755598156,20.7647947937211,20.07067657807536,19.91992502396074,20.246435179599285,20.716389641801495,19.10172380996772,18.95399882542419,19.503433781473102,20.54189592047197,20.61785329906652,19.02266711762664,20.92107377834858,20.19675743957545,19.214024468699716,19.869279376084187,18.96253920139018,20.59810875070272,19.97647773396655,20.592237948418692,19.141615253327476,19.67074069253371,19.909009185965115,18.946215402769973,19.492382141723997,19.987192850902378,20.626855195043436,20.208451723818982,20.28224340099059,20.18918094115384,19.910106185323983,20.422823405453506,19.713076625225312,20.238884141012015,19.849517893261226,19.205869583038385,19.927237029837716,20.87923387621076,20.49754247384947,20.335899209593165,20.01873850866346,19.66557590408885,20.3226755362143,19.6988998665711,20.122158353170477,20.370465834455974,20.882770193296793,20.518003047375828,19.942140391639015,19.717177381508012,19.8634232660747,20.565076005972998,19.740320900068248,19.85474531967194,20.972957774506185,20.280005017043507,20.398665939849696,20.238691910582272,19.665015184973687,20.637893398715853,21.082760104612333,19.993915600229823,21.098750580014354
rc 1,11.031645322788304,14.954416717531457,14.166570887869518,18.25770147778626,20.797745883375608,21.283317821847525,17.96262170176274,17.481550935227954,19.030985005387144,18.013549595609632,18.60382684469053,17.946741192450144,18.80318732223347,19.35948159693032,18.7286245227691,18.374737407626675,18.374281481418144,19.785710059368625,18.16372275273587,20.25722249956227,21.18748185843207,20.388238447064982,19.41682633291669,18.7516270721355,20.08942268388519,20.20475732517072,19.689096112433464,19.736526670254424,21.284128752569433,20.30661483544202,19.887077668446985,20.395220646015556,19.504153020569028,20.03852003574799,19.17085181709162,19.12983466441021,19.692308472263335,19.3486245230511,21.530863396583065,20.459107289335126,20.46473645454281,19.23832792989014,20.305939114045184,20.762350416171167,19.096406560334405,21.186682289135035,19.338052745977606,20.435947478378125,19.059663874431674,20.00332345129138,19.021883552810298,18.7786715895761,21.937630525612814,20.515245004133686,19.87238284798604,21.4764226961482,20.315135257406073,20.11868870999502,20.068090366460805,20.592603564994075,19.83511582727471,19.855163587788606,20.031455557931743,19.910449173381302,20.470569456640273,20.09361535704087,20.265713262955185,20.95057876563191,19.721122754808917,20.081537907515077,20.489473617860124,19.738853021590884,21.035135238656075,20.13021288965641,19.857652294214542,20.547889268275924,19.835036831752195,20.259598720157314,19.537645744699905,20.663645223000067,20.468871643617206,21.47392302309335,19.77605391794018,19.837161512591628,20.469132081613953,21.140975975609813,20.196173741083054,20.00711810344415,20.908048290980176,20.80952829498098,21.2750886943178,19.555726337451787,20.39158222044101,19.995043743386613,21.633177855894274,20.546472713984514,19.646549742867307,19.907320250953184,20.167720376894493,21.202518841390567
rc 2,15.607123049081784,15.196169230702548,16.977956609351427,17.7189521489344,20.56608005553517,19.805287466731425,15.605618061565222,21.262922031893535,18.20670317346459,21.237214605737115,18.915508099928395,18.18193662485905,19.93019833553054,17.772110593959876,18.823972672009774,19.529370732602462,21.411957881312045,18.69004558309523,18.244221705399102,20.288049035895558,19.68182821780163,18.664333450413636,19.605055976421905,19.4375868067389,18.934580212249955,19.815807705405135,19.293061590691664,20.48427324063865,17.977353388687778,20.111874804983483,18.76814259492605,19.790267286996635,19.002500140361903,19.539560626771078,18.73208190162927,19.69438104877349,19.35380365748868,19.996941112192548,20.915506653064345,20.304520596005727,20.568122492228895,20.581953477005758,18.997846547867436,19.479858729106926,19.56223701357185,19.230101630163727,20.629472499040862,20.45854158167472,20.381120111509272,19.805639825398575,20.213310808495127,20.79601898084902,19.294738087253265,19.482111761409246,19.713580185044144,19.967445972584777,20.09550103987519,20.362510355648052,20.179928216212275,20.204353135401977,19.92217372798839,21.120071499096206,19.65152609894713,19.85620280387334,21.162471912062717,19.841816157104976,19.834723126829182,21.38688047956724,19.136003148806736,20.146333174867735,20.21645731205713,20.110681266907214,20.613475840144606,19.916815161753554,19.79228594655786,21.256397161429806,20.18714314704426,19.480410647269842,20.673434099923426,19.969357307759328,20.270022988395777,20.326112900399167,20.537552439434798,20.814075811032723,20.089406813165102,19.485353603783974,19.388836416307697,20.986292139161563,20.733700624976347,20.070793752738457,19.91846562272917,20.493848610150973,20.050036612723698,19.695700958050928,22.13208285303435,20.455802171504633,19.862558949542052,19.700998019418694,20.460706504573235,21.525856912380977
rc 3,15.84550364117587,12.965225015142243,16.87659921630287,14.062707792482463,20.179812786551516,16.79870403782196,20.51499137397641,16.368121101435644,19.143328992060965,19.524176831494046,16.741546641850576,19.041857408325416,18.947564943475694,20.503879993101744,17.43937072078097,21.091770048832277,18.500610880327287,18.808619654312935,17.755803927873092,19.203328992064208,20.016912468677933,19.49186930155705,17.184495373230135,20.059215810402026,21.471062977006785,20.181388768936184,19.572876998895442,20.986228197466755,19.847914457837447,18.54529647681451,20.921669734874925,19.95728577349131,19.135788355209556,20.82261306743725,18.998346831050124,19.77168560115131,19.321107440536775,19.00304777152786,21.135893152673564,19.91586086631934,19.489099649431584,20.768895972081932,20.305244976166147,20.205987391194057,20.448941609211303,20.44097931282229,20.6021003974831,19.956851778638377,19.669532437029467,20.394292039752063,19.38496458330315,19.90952270910548,19.493348262029215,20.78850991247821,20.40468252536462,20.42745577466964,19.65782540003846,19.079713041275493,20.724915114763895,21.201921203085092,19.79858835902145,19.601210282129067,20.390469601501923,20.50099211177425,20.86894771398426,20.045246929273738,19.99716242764742,20.43876089048265,19.38245419652711,20.23515850227667,19.985664331679093,20.630081287552805,19.846995004989758,20.610505079315068,21.635882513275515,19.282037114792352,20.342764516950613,21.098644109112357,20.32026680538732,20.295728041048903,19.996096569538796,20.52255069390706,20.521086606235105,19.961447154701446,20.022181799461624,20.888065148672705,20.167032642924383,21.064451658996806,20.487048146614757,20.16696618383383,20.849459390609887,20.329777154078265,19.580918560599017,19.680012106581376,19.948342543972384,20.798602115310295,20.709727133199088,19.76988587236681,20.825384169446274,19.847640370642335
rc 4,19.689938224735904,14.348633482067717,19.914010947655164,16.55872610244231,15.491242563659227,16.874235247508427,15.443195696398131,20.251096632808157,19.369408334312467,17.725999769141218,19.111340159102813,19.270716401160787,18.046408591389763,17.508740112043668,17.985173149454607,18.66494836429276,18.211007426865763,18.161285453764968,20.05867335883745,17.970863840616023,19.80759013241856,18.693876990906478,19.672164635958083,19.862210194885783,19.700289704057955,19.372817610266267,19.00145636947079,19.462646424123548,20.96850802183186,20.695170918784168,20.338579370040463,19.393877977639338,20.56583454432184,19.593478502198312,19.79580264374252,21.582250122575537,19.842214916752177,18.35365751972152,20.470362564114012,18.896637531864023,19.943878542001325,20.292844218209886,19.438886549878475,20.733030390082842,20.295607632617656,19.928568394682063,20.409763068728747,19.62694161207412,19.59678074030873,20.34652090804549,20.19550030406301,19.561649651565062,19.674258865342935,20.494158397856616,19.823938329212304,20.170761606829355,19.836334310584814,20.03361418100356,20.484067360906188,20.376598153892605,20.58083405477369,20.05786370746162,19.898597545464586,20.276191351909326,19.56752604201409,20.159549322060876,20.069886440986046,20.050966592693527,19.936081470912427,20.425333595715294,21.140383947840235,20.842750394099525,20.183039916537503,20.15347346747865,21.517629159237988,20.01890474598047,20.70377009579474,19.80131812133192,20.59954846196809,19.788074538236017,19.81170354186645,20.01445233312015,20.216419378217797,19.57742429899427,19.834129208749246,21.51703317421128,20.145229904200125,19.250239880573705,20.351038207793064,20.585442104733467,19.556792374096084,19.897844692520415,20.265885092960747,19.97716147261329,19.991879492177976,20.21204552850621,19.492885200514774,19.96496373461664,20.95095874663378,19.944036917319778
