,Newey-West,Threshold
0,6.42636750025481,11.666304380031242
1,4.0530135660096756,5.154656939919204
2,3.3889962008615453,3.8768028601357116
3,3.146760095303078,3.399379880282821
4,3.0515112923180134,3.1183706909371876
5,2.577843772464462,2.936851537389813
6,2.1322639188884285,2.3383549576060587
7,2.325416945114225,1.9157952644948641
8,1.5643158535611708,1.491011030115443
9,1.6196591093011206,1.474493104988052
10,1.627499570541367,1.3232654720135555
11,1.7270654926060736,1.3971906438631376
12,1.9464238475429352,1.2629601154195054
13,1.25380890879503,1.0032966046572191
14,1.3200208863538643,1.042763055177164
15,1.4056677575090097,1.1811089805616373
16,1.4678523302903195,1.190639714885779
17,1.2546319297879733,1.203780342151596
18,1.1063856062320938,1.117673807661414
19,0.9199952666052508,0.9154360072963579
20,0.991221301406464,0.8985642576610231
21,1.1667182651364039,0.9764424043067712
22,1.3547678226577224,0.9452516670488209
23,0.8219572977894356,0.6464616993122166
24,1.033250105317287,0.7692677357942292
25,0.8182831343279972,0.6493110743802873
26,0.9527897698883463,0.7972833502569752
27,0.9150752306651522,0.6098100379079284
28,0.8616576408553333,0.6305173280273683
29,0.8131710305620844,0.6210924306065791
30,0.9275313733140232,0.7250648360785583
31,0.8906517199142903,0.6943927012345609
32,0.8325065210518655,0.7225759940982972
33,0.7319044471775514,0.54462117421681
34,0.7731015044914374,0.5567569794156148
35,0.6945546613015489,0.5927082781494244
36,0.7155513659812252,0.5720556750005052
37,0.7149928584212317,0.5915022224386166
38,0.9369003084198094,0.6631952467671328
39,0.6319310422158674,0.5408918590536371
40,0.6095732221544341,0.44625401953824606
41,0.6213756306497428,0.4660606106963679
42,0.6908540882417411,0.6043479070427378
43,0.9669912472370633,0.65092640266712
44,0.8314194253942171,0.6438864264525692
45,0.6847687767697037,0.5002856937142267
46,0.5254341905392991,0.42718561249340026
47,0.5628916743836191,0.48762490002876463
48,0.8967707286339942,0.5388901386017195
49,0.7318743996842011,0.430791579960783
50,0.5529203344943405,0.39807443075094384
51,0.5899625997715492,0.4289452510688338
52,0.5076951763858748,0.35223090671651563
53,0.548124884226015,0.38765042486147133
54,0.5306744063372366,0.2671660447069909
55,0.5177912275469122,0.4319614953737634
56,0.5271906961117362,0.27135518026019384
57,0.5846652912671605,0.41794794423912096
58,0.5341587502819711,0.30355609053255206
59,0.5462061477481904,0.39049049443228884
60,0.5946014720361735,0.35947754798052517
61,0.534389889577656,0.3285083842743969
62,0.6206999834957937,0.27842712693802496
63,0.615507783219968,0.4046868058994545
64,0.424434741259169,0.26715520455830466
65,0.5480630840555529,0.25667255698453867
66,0.6696716738999402,0.3418962302968346
67,0.5325411943192513,0.2364823259694574
68,0.5922796020790533,0.32510412275007256
69,0.6176007028844624,0.3620527958634312
70,0.45866528844043253,0.21244409171999867
71,0.5238071692484673,0.28708951381035563
72,0.5052132092713361,0.2771180879581271
73,0.4535557624683105,0.2528359683360306
74,0.4181058055358858,0.23913052463475676
75,0.5155499813207421,0.3006767995900791
76,0.45248584123974295,0.26184747347186854
77,0.5319106148602928,0.2820981190360667
78,0.47216524243240693,0.26579557421178096
79,0.5075658864938257,0.24986727677691167
80,0.5173669811959063,0.211761059673743
81,0.4970185765535624,0.20581584076928766
82,0.41592533826653716,0.267022478371543
83,0.44608004694326914,0.24448764911717893
84,0.6241229065947859,0.35609156903435085
85,0.4111430532581533,0.2878590643059965
86,0.38187905769303465,0.23228756997044503
87,0.448124194069233,0.3143064085261508
88,0.4433127816377928,0.2618409959104738
89,0.44597363364847015,0.3196073764604855
90,0.48006296582101504,0.34347217440741595
91,0.40754574029344115,0.2757376438477181
92,0.37728810790443235,0.24040463816043306
93,0.4869738966566276,0.29985437445141927
94,0.42854204954699426,0.27984644067324616
95,0.4212029135839758,0.23573508101277732
96,0.4229931076400481,0.2805854329647651
97,0.3129163896627286,0.2282813148889149
98,0.3310604104272184,0.23610317998780175
99,0.4089009389615771,0.2845528355161742
