lag,gaussian,bernoulli,average
lag 115,9304.387806272052,8910.652632490313,9107.520219381182
lag 116,8611.563625290259,9067.70992375445,8839.636774522354
lag 117,8961.683170691798,9126.774127692,9044.2286491919
lag 118,8676.821749787889,8811.47955391992,8744.150651853904
lag 119,8671.01744076514,9151.893415712775,8911.455428238958
lag 120,8698.731584250954,9051.349610604997,8875.040597427975
lag 121,8929.425237069658,8957.417990285368,8943.421613677514
lag 122,8875.097021519317,9029.996667492382,8952.54684450585
lag 123,9305.313299105299,9217.817086453073,9261.565192779186
lag 124,8902.484997456562,8743.45020583332,8822.967601644941
lag 125,8786.81161271807,8894.731301652251,8840.771457185161
lag 126,8945.481112922138,8832.201935422836,8888.841524172487
lag 127,8837.199147909592,8669.554775735636,8753.376961822614
lag 128,8745.10973367782,8820.420450821324,8782.765092249572
lag 129,8859.08608947283,9091.30901125692,8975.197550364875
lag 130,8794.125672484151,8932.46645323754,8863.296062860845
lag 131,8579.364748599524,8882.54330757448,8730.954028087002
lag 132,9197.481810520409,9324.208780077277,9260.845295298843
lag 133,8946.518788449914,8790.022629789446,8868.270709119679
lag 134,8771.372307818263,8682.432746428585,8726.902527123424
lag 135,9215.005862900493,8852.118431602084,9033.562147251288
lag 136,8670.622861701922,9172.528517726805,8921.575689714364
lag 137,9292.0130092771,8843.305277914023,9067.659143595562
lag 138,9025.204552871865,9012.968977244736,9019.0867650583
lag 139,8678.611791881898,8914.012783272887,8796.312287577392
lag 140,8928.154937911231,8586.663112585802,8757.409025248517
lag 141,8948.162176780088,8852.004345301852,8900.08326104097
lag 142,8731.897569521892,8732.15730028259,8732.02743490224
lag 143,9284.69038930775,8911.263153789023,9097.976771548387
lag 144,8923.304818565834,9177.047332170836,9050.176075368334
lag 145,8805.40450659466,8773.411664369502,8789.40808548208
lag 146,9092.599470205656,8767.58384340147,8930.091656803563
lag 147,8868.824032424422,8972.795017583874,8920.809525004148
lag 148,8716.543586757474,8948.830233543224,8832.686910150349
lag 149,8731.952224541898,8729.47981589042,8730.716020216158
lag 150,9000.249437268529,8831.434682975876,8915.842060122202
lag 151,9059.863131725653,8836.699498966635,8948.281315346143
lag 152,8930.847909868584,8568.437041253583,8749.642475561082
lag 153,8880.740720360393,8706.79515603732,8793.767938198856
lag 154,8898.305653949279,8828.950059720784,8863.627856835032
lag 155,8951.287314555644,8491.329409338512,8721.308361947078
lag 156,8986.865077737808,9032.18840446683,9009.52674110232
lag 157,9022.908244404016,8950.445148797467,8986.676696600742
lag 158,8952.024088198694,8717.985589673526,8835.00483893611
