lag,gaussian,bernoulli,average
lag 67,2265.8135350657562,2180.02768536846,2222.9206102171083
lag 68,2212.8906212769953,2231.0895947551357,2221.9901080160653
lag 69,2285.5172191995493,2222.6308842183535,2254.0740517089516
lag 70,2244.8888055009365,2299.015096726718,2271.9519511138274
lag 71,2251.2828766290418,2231.218445116306,2241.250660872674
lag 72,2280.5648002016533,2236.2036364369146,2258.3842183192837
lag 73,2235.2974695335843,2245.8430855493384,2240.570277541461
lag 74,2274.023056090165,2228.6155821029038,2251.3193190965344
lag 75,2325.9852380741395,2351.295227151711,2338.6402326129255
lag 76,2325.411332243355,2213.670854659914,2269.5410934516344
lag 77,2342.361226915332,2212.8840484688358,2277.622637692084
lag 78,2216.1114115678106,2263.448558130307,2239.7799848490586
lag 79,2281.5346002924457,2222.6775421873936,2252.1060712399194
lag 80,2293.1345780504553,2253.3594339125348,2273.247005981495
lag 81,2214.9732097181445,2155.675446532826,2185.3243281254854
lag 82,2274.53405425461,2304.208727739002,2289.371390996806
lag 83,2319.112333184255,2218.485591841566,2268.7989625129103
lag 84,2339.85312019761,2277.5021030142934,2308.677611605952
lag 85,2228.141590180715,2199.2734025358013,2213.707496358258
lag 86,2277.1954970839406,2183.986876309446,2230.5911866966935
lag 87,2214.444641503051,2303.336074409316,2258.890357956184
lag 88,2253.707445546201,2177.901065759031,2215.804255652616
lag 89,2316.2762510757857,2216.1090299017114,2266.1926404887486
lag 90,2230.6196442001806,2290.564846213809,2260.5922452069944
lag 91,2229.810363310704,2313.093277027896,2271.4518201693
lag 92,2283.207177596166,2206.5252173712374,2244.8661974837014
lag 93,2256.7005745491415,2299.911593096234,2278.3060838226875
lag 94,2267.4667420623614,2266.1253462668255,2266.7960441645937
lag 95,2283.471218273852,2240.4078621280896,2261.939540200971
lag 96,2241.970974607025,2217.9096918079076,2229.940333207466
lag 97,2259.01280771331,2196.073017525364,2227.5429126193367
lag 98,2209.686917256787,2229.636272256478,2219.6615947566324
lag 99,2163.310730079993,2265.4414469312023,2214.3760885055976
lag 100,2228.4747938216733,2189.8824776094066,2209.1786357155397
lag 101,2276.2579031419427,2305.509829205044,2290.8838661734935
lag 102,2294.7092602908588,2210.6436525777485,2252.676456434304
lag 103,2144.5224638496065,2257.8531444063983,2201.1878041280024
lag 104,2284.5111426837902,2247.4366523793697,2265.97389753158
lag 105,2179.556860642219,2231.8877832966527,2205.722321969436
lag 106,2276.7720393935792,2227.891206788777,2252.331623091178
lag 107,2276.673008125069,2277.6724699972997,2277.172739061184
lag 108,2153.9307294938035,2326.3586748723947,2240.144702183099
lag 109,2128.170649035753,2212.841488494195,2170.506068764974
lag 110,2235.8443434391506,2280.3826014432752,2258.113472441213
lag 111,2127.505898689428,2258.1215526422848,2192.8137256658565
lag 112,2140.293850219782,2230.0157396974287,2185.1547949586056
lag 113,2203.4398700069164,2202.785327138422,2203.1125985726694
lag 114,2222.8708260614535,2221.1405942066604,2222.005710134057
lag 115,2216.671029758864,2282.4918701669585,2249.5814499629114
lag 116,2195.257474288409,2164.8797350774576,2180.0686046829333
lag 117,2188.994701573069,2181.916322714421,2185.455512143745
lag 118,2225.36979241723,2232.0947559900837,2228.7322742036567
lag 119,2121.8661172992915,2204.670809118468,2163.2684632088794
lag 120,2227.2639131350306,2144.6394479497135,2185.951680542372
lag 121,2158.3773605956294,2154.1409007067537,2156.2591306511913
lag 122,2348.8838235717076,2230.5348563825,2289.709339977104
lag 123,2217.327943825077,2263.7079867184157,2240.517965271746
lag 124,2160.1733704968733,2217.7880069685393,2188.9806887327063
lag 125,2162.898279824131,2220.69527281842,2191.7967763212755
lag 126,2190.0364451390255,2174.753308002116,2182.394876570571
lag 127,2264.4630671869318,2213.356483447726,2238.909775317329
lag 128,2166.270766977118,2217.8171203205484,2192.043943648833
lag 129,2208.99411593584,2232.8089811678683,2220.901548551854
lag 130,2206.5994959793775,2142.994172659387,2174.7968343193825
lag 131,2208.5034317290256,2219.4052461666556,2213.9543389478404
lag 132,2150.158042095953,2152.9340550337574,2151.5460485648555
lag 133,2231.688945623965,2234.024602163977,2232.856773893971
lag 134,2213.6208478253347,2246.2726505839055,2229.94674920462
lag 135,2133.2685543068046,2252.6880606642058,2192.978307485505
